MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,Device_Name,Attack,Attack_subType,label
638.64143179738,74.0910824814558,2.54724585728673,638.64143179738,74.0910824814558,2.54724585728673,634.98846210663,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.72863818158914E-11,4.29839532383505E-27,1.53336087973921E-15,634.988462106631,2187749.14670106,3.28977652459149E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
639.601190148394,74.0909400763402,2.54327625427686,639.601190148394,74.0909400763402,2.54327625427686,635.948450636139,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.72863818158914E-11,4.30030385287099E-27,1.5340417067784E-15,635.94845063614,2184309.01072211,3.28461101502678E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
640.57662594959,74.0907981103791,2.53931885251586,640.57662594959,74.0907981103791,2.53931885251586,636.924026722596,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.72863818158914E-11,4.30220890968642E-27,1.53472129517695E-15,636.924026722597,2180879.54516809,3.27946150399787E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
641.530228684014,74.0906565767361,2.5353734618011,641.530228684014,74.0906565767361,2.5353734618011,637.877894016496,73.9999999999999,4.04609745704583E-06,95.2680429105163,1.63772193494598E-11,4.30406989581289E-27,1.57745829906897E-15,637.877894016497,2177460.58432217,3.27432774288862E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
642.428585958927,74.0905154613207,2.53143968971381,642.428585958927,74.0905154613207,2.53143968971381,638.776829959773,73.9999999999999,4.04609745704583E-06,95.2680429105163,1.67702536733357E-11,4.33499892896887E-27,5.61723473692762E-16,638.776829959774,2174051.78725892,3.26920921999068E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
643.333838709469,74.090374763823,2.52751752796303,643.333838709469,74.090374763823,2.52751752796303,639.682621281985,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.75711457689992E-11,4.34348095999993E-27,5.85634867732256E-16,639.682621281987,2170653.145944,3.26410592345105E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
644.306005569777,74.0902344969885,2.52360733220848,644.306005569777,74.0902344969885,2.52360733220848,640.654946108249,73.9999999999999,4.26496119976004E-06,95.2680429105163,1.84663263137254E-11,4.34873360802315E-27,5.71496547758995E-16,640.65494610825,2167264.96770779,3.25901831496112E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
645.114183019151,74.0900946233051,2.5197080570797,645.114183019151,74.0900946233051,2.5197080570797,641.464210549723,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.77584517494021E-11,4.3644923378766E-27,5.18979860050858E-16,641.464210549725,2163886.34591133,3.25394503332454E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
646.04693628544,74.0899551680764,2.51582040830454,646.04693628544,74.0899551680764,2.51582040830454,642.39734428932,73.9999999999999,4.26496119976004E-06,95.2680429105163,1.8644641386345E-11,4.37070287989169E-27,5.06558790259115E-16,642.397344289321,2160517.8912257,3.24888699572982E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
646.979720426354,74.0898161294555,2.51194433475212,646.979720426354,74.0898161294555,2.51194433475212,643.330508140202,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.79898419854476E-11,4.38838903050308E-27,4.72005220567878E-16,643.330508140203,2157159.55851431,3.24384413459877E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
647.979624198965,74.089677519959,2.50808018570478,647.979624198965,74.089677519959,2.50808018570478,644.330412455572,73.9999999999999,4.04609745704583E-06,95.2680429105163,1.71180820186407E-11,4.39376334084154E-27,4.85533153765189E-16,644.330412455573,2153811.64955826,3.2388169032954E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
648.814991878357,74.089539302561,2.50422692929897,648.814991878357,74.089539302561,2.50422692929897,645.166707290966,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.87497136067471E-11,4.41826424432859E-27,3.94030390308511E-16,645.166707290967,2150473.26953717,3.23380395834275E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
649.676399996077,74.089401481174,2.50038467493505,649.676399996077,74.089401481174,2.50038467493505,646.028894710389,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.89308214398794E-11,4.43410168219203E-27,3.83635873811242E-16,646.02889471039,2147144.51244277,3.2288054410815E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
650.652758657646,74.0892640784196,2.49655405360954,650.652758657646,74.0892640784196,2.49655405360954,647.005386102509,73.9999999999999,4.04609745704583E-06,95.2680429105163,1.81044281247472E-11,4.44253680765097E-27,3.94898192476242E-16,647.00538610251,2143825.92413109,3.2238221713804E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
651.56062586724,74.0891270780011,2.49273461132179,651.56062586724,74.0891270780011,2.49273461132179,647.913769782073,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.46293538548023E-27,4.20776010404616E-16,647.913769782075,2140517.11048632,3.21885355761502E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
652.560539726153,74.0889904974502,2.48892683718168,652.560539726153,74.0889904974502,2.48892683718168,648.913684123128,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.46883705216834E-27,4.21332433374986E-16,648.913684123129,2137218.49441017,3.21390023503375E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
653.56031325881,74.0888543348105,2.48513067698786,653.56031325881,74.0888543348105,2.48513067698786,649.913458921405,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.54614099301398E-11,4.47317350518868E-27,4.48977882563116E-16,649.913458921406,2133930.02813044,3.20896213209673E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
654.559816427571,74.0887185881109,2.48134607612519,654.559816427571,74.0887185881109,2.48134607612519,650.912964862475,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.47905538755054E-27,4.2229584198921E-16,650.912964862476,2130651.66352055,3.20403917673478E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
655.558994320816,74.0885832553813,2.47757298001034,655.558994320816,74.0885832553813,2.47757298001034,651.912147336052,73.9999999999999,3.56832255055804E-06,95.2680429105163,1.46651614128105E-11,4.48337448618136E-27,4.65796082063277E-16,651.912147336054,2127383.35248783,3.19913129692777E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
656.509150301095,74.0884483246566,2.47381105538261,656.509150301095,74.0884483246566,2.47381105538261,652.862580596507,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.54614099301398E-11,4.48734945955139E-27,4.5040074039899E-16,652.862580596508,2124124.80556752,3.19423805819097E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
657.456272379768,74.0883137935427,2.47006023582162,657.456272379768,74.0883137935427,2.47006023582162,653.809996384758,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.49698386605146E-27,4.23986180971214E-16,653.80999638476,2120875.96444219,3.18935937314395E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
658.455957292885,74.0881796709905,2.46632077120285,658.455957292885,74.0881796709905,2.46632077120285,654.809683045359,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.50264026772077E-27,4.24519479780649E-16,654.80968304536,2117637.04476927,3.18449556582696E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
659.45462974046,74.0880459549363,2.46259260432271,659.45462974046,74.0880459549363,2.46259260432271,655.808362844405,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.50846753913308E-27,4.25068888590015E-16,655.808362844406,2114407.9962168,3.17964656084731E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
660.405088874239,74.0879126338029,2.45887541271986,660.405088874239,74.0879126338029,2.45887541271986,656.75909590032,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.5142856050573E-27,4.25617429484384E-16,656.759095900321,2111188.53871963,3.1748119378223E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
661.340449603904,74.0877797028233,2.45516906379089,661.340449603904,74.0877797028233,2.45516906379089,657.694813493263,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.70878540557678E-11,4.51966198945489E-27,4.26124327609009E-16,657.694813493265,2107978.55668237,3.16999152334949E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
662.283434127424,74.0876471618321,2.45147355323297,662.283434127424,74.0876471618321,2.45147355323297,658.638112314328,73.9999999999999,3.814697265625E-06,95.2680429105163,1.58836421147252E-11,4.54776145897684E-27,4.7248550757446E-16,658.63811231433,2104778.04563385,3.16518531089809E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
663.283291844509,74.0875150204637,2.44778914999097,663.283291844509,74.0875150204637,2.44778914999097,659.637970814563,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.50548161011528E-11,4.55103313126693E-27,4.88331988755603E-16,659.637970814564,2101587.23773808,3.16039364929572E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
664.268899729253,74.0873832740874,2.44411572526678,664.268899729253,74.0873832740874,2.44411572526678,660.623657796551,73.9999999999999,3.814697265625E-06,95.2680429105163,1.62695358267213E-11,4.56506712084994E-27,4.43651556110256E-16,660.623657796553,2098406.02069775,3.15561637008578E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
665.046826016973,74.0872518799198,2.44045208644548,665.046826016973,74.0872518799198,2.44045208644548,661.402802735947,73.9999999999999,3.814697265625E-06,95.2680429105163,1.62695358267213E-11,4.59188063576299E-27,4.46257401172561E-16,661.402802735949,2095233.36100052,3.15085192139162E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
665.867111529355,74.0871208449454,2.4367984285509,665.867111529355,74.0871208449454,2.4367984285509,662.224072966625,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.45305833108709E-11,4.61204856440946E-27,5.58298838082248E-16,662.224072966626,2092069.42685401,3.146100555991E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
666.574654730946,74.0869901456391,2.4331540959065,666.574654730946,74.0869901456391,2.4331540959065,662.933216234319,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.41191546356459E-11,4.61364677832553E-27,6.54890277825187E-16,662.933216234321,2088913.64981752,3.14136142039378E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
667.552987088813,74.0868598336679,2.42952052944383,667.552987088813,74.0868598336679,2.42952052944383,663.911666960603,73.9999999999999,3.814697265625E-06,95.2680429105163,1.49997708853977E-11,4.61641090587641E-27,6.34474683700381E-16,663.911666960604,2085767.27695905,3.13663638754864E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
668.523002990116,74.0867299057024,2.42589763662727,668.523002990116,74.0867299057024,2.42589763662727,664.881846417016,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.41191546356459E-11,4.61810608004858E-27,6.555232593872E-16,664.881846417017,2082630.22744033,3.13192533622057E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
669.497703651005,74.0866003609628,2.42228539601547,669.497703651005,74.0866003609628,2.42228539601547,665.856684872497,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.41191546356459E-11,4.61977377154649E-27,6.55759982092874E-16,665.856684872498,2079502.48197466,3.1272282376218E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
670.4601090198,74.0864711953946,2.41868369484564,670.4601090198,74.0864711953946,2.41868369484564,666.819294697196,73.9999999999999,3.814697265625E-06,95.2680429105163,1.47284797464651E-11,4.62080414448582E-27,8.03317803261332E-16,666.819294697197,2076383.94221778,3.12254494423648E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
671.395194630964,74.0863424021055,2.41509234122168,671.395194630964,74.0863424021055,2.41509234122168,667.754732814398,73.9999999999999,3.56832255055804E-06,95.2680429105164,1.28621974215375E-11,4.62478931716329E-27,9.60976492569359E-16,667.7547328144,2073274.44132055,3.11787520566743E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
672.391466579864,74.0862139911925,2.41151161698872,672.391466579864,74.0862139911925,2.41151161698872,668.751024977663,73.9999999999999,3.56832255055804E-06,95.2680429105164,1.28621974215375E-11,4.62488814186886E-27,9.60997027173733E-16,668.751024977664,2070174.22260864,3.1132193875078E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
673.306321594282,74.0860859454748,2.40794104334964,673.306321594282,74.0860859454748,2.40794104334964,669.666340981494,73.9999999999999,3.16297987971821E-06,95.2680429105164,1.04986578486343E-11,4.62679931647151E-27,8.1987968305516E-16,669.666340981496,2067082.87085017,3.10857686633631E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
674.170207586097,74.0859582537665,2.40438030865789,674.170207586097,74.0859582537665,2.40438030865789,670.530962823152,73.9999999999999,3.4385216478958E-06,95.2680429105163,1.22444471506572E-11,4.6296822639461E-27,7.54649545031624E-16,670.530962823154,2064000.11556736,3.1039472361191E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
675.169873347761,74.0858309402456,2.40083008741021,675.169873347761,74.0858309402456,2.40083008741021,671.530630389072,73.9999999999999,3.56832255055804E-06,95.2680429105163,1.3124799524723E-11,4.63149674883806E-27,7.27483504193456E-16,671.530630389073,2060926.54003386,3.09933137298013E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
676.071981898915,74.0857039849176,2.39728982232373,676.071981898915,74.0857039849176,2.39728982232373,672.433266586348,73.9999999999999,3.4385216478958E-06,95.2680429105163,1.23704653640156E-11,4.6350008901591E-27,7.06720967770209E-16,672.43326658635,2057861.66112267,3.09472855151803E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
677.071602026909,74.0855774045313,2.39375998073865,677.071602026909,74.0855774045313,2.39375998073865,673.432888758868,73.9999999999999,3.4385216478958E-06,95.2680429105163,1.23704653640156E-11,4.63669069755664E-27,7.06978620864056E-16,673.432888758869,2054805.88274376,3.09013937849595E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
678.071087322579,74.0854511974033,2.3902405159879,678.071087322579,74.0854511974033,2.3902405159879,674.432376820658,73.9999999999999,3.4385216478958E-06,95.2680429105163,1.23704653640156E-11,4.63849378212688E-27,7.07253545875432E-16,674.432376820659,2051759.16382374,3.08556379239161E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
679.064464758897,74.0853253607532,2.3867313508299,679.064464758897,74.0853253607532,2.3867313508299,675.425789795421,73.9999999999999,3.56832255055804E-06,95.2680429105163,1.32424427452507E-11,4.6402941514539E-27,6.81791095285654E-16,675.425789795423,2048721.43681556,3.08100169192704E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
680.031988596642,74.085199888184,2.3832323071365,680.031988596642,74.085199888184,2.3832323071365,676.393487652282,73.9999999999999,3.4385216478958E-06,95.2680429105163,1.30219823979827E-11,4.64532262504251E-27,5.78320260060308E-16,676.393487652284,2045692.54686685,3.07645284470435E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
